armchair {n} (a chair with supports for the arms or elbows)	 :: [Bokmål] lenestol {m}; [Nynorsk] lenestol {m}
Armenia {prop} (ancient kingdom and country in West Asia)	 :: Armenia
Armenian {adj} (of, from, or pertaining to Armenia, Armenians, the language or alphabet)	 :: [Bokmål] armensk; [Nynorsk] armensk
Armenian {n} (person)	 :: [Bokmål] armener {m}, armenier {m}; [Nynorsk] armenar {m}, armeniar {m}
Armenian {prop} (language)	 :: [Bokmål] armensk {m}; [Nynorsk] armensk {m}
armistice {n} (formal agreement to end fighting)	 :: våpenhvile {m}
armor {n} (tank) SEE: tank	 ::
armorbearer {n} (armourbearer) SEE: armourbearer	 ::
armored personnel carrier {n} (armored vehicle for carrying infantry soldiers in combat)	 :: [Bokmål] pansret personellkjøretøy {n}
armory {n} (armoury) SEE: armoury	 ::
armoured car {n} (armoured truck) SEE: armoured truck	 ::
armoured truck {n} (armoured car) SEE: armoured car	 ::
armoury {n} (place where arms are kept, an arsenal)	 :: arsenal {m}
arm to the teeth {v} (to equip with weapons)	 :: [Bokmål] væpnet til tennene
army {n} (military force concerned mainly with ground operations)	 :: [Bokmål] hær {m}, armé {m}; [Nynorsk] hær {m}, armé {m}
Arne {prop} (male given name)	 :: Arne
Arnold {prop} (male given name)	 :: Arnold
arquebus {n} (firearm) SEE: harquebus	 ::
arraignment {n} (charging of a defendant)	 :: tiltale {m}
arrange {v} (to put in order)	 :: [Bokmål] arrangere
arrant {adj} (errant) SEE: errant	 ::
arrival {n} (act of arriving or something that has arrived)	 :: ankomst {m}
arrogance {n} (act or habit of arrogating, or making undue claims in an overbearing manner)	 :: [Bokmål] arroganse {m}; [Nynorsk] arroganse {m}
arrogant {adj} (having excessive pride)	 :: arrogant
arrogate {v} (to appropriate or lay claim to something without right)	 :: tilta seg, rive til seg, rane til seg, tilrane seg, tilrive seg, tiltvinge seg
arrow {n} (in graph theory) SEE: directed edge	 ::
arrow {n} (projectile)	 :: pil
arse {n} (ass) SEE: ass	 ::
arsenic {n} (chemical element)	 :: [Bokmål] arsen {n}; [Nynorsk] arsen {n}
arsewipe {n} (toilet paper) SEE: asswipe	 ::
arsewipe {n} (useless or annoying person) SEE: asswipe	 ::
arsonry {n} (arson) SEE: arson	 ::
art {n} (conscious production or arrangement)	 :: kunst
art {n} (human effort)	 :: [Bokmål] kunst
art {n}	 :: kunst {m}
artefact {n} (artifact) SEE: artifact	 ::
arteriography {n} (radiography of an artery) SEE: angiography	 ::
art gallery {n} (space where works of art are placed on display)	 :: [Bokmål] kunstgalleri {n}; [Nynorsk] kunstgalleri {n}
arthritis {n} (inflammation of a joint)	 :: artritt {m}, leddgikt {c}
arthropod {n} (animal of Arthropoda)	 :: leddyr; [Bokmål] leddyr; [Nynorsk] leddyr
arthrosis {n} (articulation or joint between bones)	 :: artrose {m}, slitasjegikt {c}
Arthur {prop} (male given name)	 :: Arthur
artichoke {n} (Vegetable)	 :: [Bokmål] artisjokk {m}, artiskokk {m}; [Nynorsk] artisjokk {m}, artiskokk {m}
article {n} (object) SEE: object	 ::
articulated bus {n} (articulated bus)	 :: leddbuss {m}
articulation {n} (clarity of speech)	 :: artikulasjon {m}
artifact {n} (archaeological object)	 :: kulturgjenstand
artificer {n} (artisan) SEE: artisan	 ::
artificer {n} (inventor) SEE: inventor	 ::
artificer {n} (savant) SEE: savant	 ::
artificer {n} (trickster) SEE: trickster	 ::
artificial person {n} (legal person) SEE: legal person	 ::
artificial sweetener {n} (sugar substitute) SEE: sugar substitute	 ::
artificial turf {n} (artificial grass surface)	 :: [Bokmål] kunstgress {n}; [Nynorsk] kunstgras {n}
artist {n} (person who creates art)	 :: [Bokmål] artist {m}, kunstner {m}; [Nynorsk] artist {m}, kunstnar {m}
artistic licence {n} (any departure from fact or convention by an artist)	 :: [Bokmål] kunstnerisk frihet {m}
Aruba {prop} (autonomous territory of the Netherlands in the Caribbean)	 :: Aruba
Aruküla {prop} (small borough in Estonia)	 :: Aruküla
as {adv} (to such an extent or degree)	 :: like
as {conj} (at the same instant that)	 :: når, da, idet
as {conj} (because)	 :: siden
as {conj} (in the manner of)	 :: som
as {conj} (in the same way that)	 :: som
as {conj} (that) SEE: that	 ::
as {conj} (while)	 :: mens
ascertain {v} (find out; discover or establish)	 :: fastslå
Asclepius {prop} (Greek god of medicine and healing)	 :: Asklepios
ascribe {v} (attribute a cause or characteristic)	 :: tilskrive, tilskrive
ASEAN {prop} (Association of Southeast Asian Nations)	 :: [Nynorsk] ASEAN, Samansluttinga av søraustasiatiske statar
ash {n} (solid remains of a fire)	 :: [Bokmål] aske {m} {f}; [Nynorsk] oske {f}
ash {n} (tree) SEE: ash tree	 ::
ash {n} (wood)	 :: ask {m}
Asher {prop} (eighth son of Jacob)	 :: Asjer
ash gourd {n} (fuzzy melon fruit) SEE: winter melon	 ::
ash gourd {n} (vine) SEE: winter melon	 ::
ashtray {n} (receptacle for ashes)	 :: askebeger
ash tree {n} (Fraxinus tree)	 :: ask {m}
Asia {prop} (the continent of Asia)	 :: Asia
Asia Minor {prop} (peninsula between the Mediterranean Sea, the Aegean Sea and the Black Sea;)	 :: Lilleasia
Asian {adj} (of, relating to or from Asia)	 :: [Bokmål] asiatisk; [Nynorsk] asiatisk
as if {conj} (as though)	 :: som om, som
as if {conj} (in mimicry of)	 :: som om, som
as in {adv} (in the sense of)	 :: som i
as it were {adv} (to indicate a word or statement is not exact)	 :: mer eller mindre
ask {v} (make a request)	 :: be om
ask {v} (request an answer)	 :: [Bokmål] spørre; [Nynorsk] spørje
aslant {adj} (slanting) SEE: slanted	 ::
as long as {conj} (while)	 :: medan [Nynorsk], mens [Bokmål]
asocial {adj} (antisocial) SEE: antisocial	 ::
asp {n} (Egyptian cobra) SEE: Egyptian cobra	 ::
asparagus {n} (asparagus plant)	 :: asparges
asparagus {n} (asparagus shoots (food))	 :: asparges
aspect {n} (quality of a verb)	 :: [Bokmål] aspekt {m} {n}; [Nynorsk] aspekt {m} {n}
aspect {n} (the way something appears)	 :: [Bokmål] aspekt {m} {n}; [Nynorsk] aspekt {m} {n}
asperse {v} (scatter) SEE: scatter	 ::
asperse {v} (sprinkle) SEE: sprinkle	 ::
aspersion {n} (an attack on somebody's reputation or good name)	 :: [Bokmål] baktalelse {m}, bakvaskelse {m}
aspersion {n} (a sprinkling of holy water)	 :: [Bokmål] bestenkning {c} (med vievann)
as per usual {adv} (as usual) SEE: as usual	 ::
asphyxiation {n} (An acute lack of oxygen)	 :: oksygenmangel {m}
aspirate {adj} (aspirated) SEE: aspirated	 ::
aspirate {v} (linguistics: to produce an audible puff of breath)	 :: aspirere
ass {n} (animal)	 :: esel {n}, asen {n}
ass {n} (buttocks)	 :: ræv {f}, rumpe {m}
ass {n} (stupid person)	 :: idiot {m}, tulling {m}, dumskalle {m}, tosk {m}
assailant {n} (an attacker; someone who attacks another violently, or criminally)	 :: overfallsmann {m}; [Bokmål] angriper {m}
assassin {n} (one who, motivated by political reasons, intentionally kills a particular person)	 :: [Bokmål] snikmorder {m}; [Nynorsk] snikmordar {m}
assassin {v} (assassinate) SEE: assassinate	 ::
assassinate {n} (assassination) SEE: assassination	 ::
assassinate {n} (assassin) SEE: assassin	 ::
assault {n} (a violent onset or attack)	 :: voldta
assault rifle {n} (a rifle)	 :: automatgevær
ass crack {n} (groove between buttocks) SEE: anal cleft	 ::
assembler {n} (assembly language) SEE: assembly language	 ::
assembly {n} (congregation of people)	 :: forsamling {m}
assembly {n} (legislative body)	 :: forsamling {m}
assent {n} (agreement, act of agreeing)	 :: [Bokmål] samtykke {n}; [Nynorsk] samtykkje {n}
assent {v} (to agree to, give approval to)	 :: [Bokmål] samtykke; [Nynorsk] samtykkje
assertive {adj} (boldly self-assured)	 :: [Bokmål] fremoverlent
assertoric {adj} (stating that which is actual)	 :: assertorisk
asseverate {v} (declare earnestly)	 :: [Bokmål] bedyre, (høytidelig) forsikre; [Nynorsk] (høgtidleg) forsikre
assfucker {n} (buttfucker) SEE: buttfucker	 ::
assfucker {n} (jerk) SEE: jerk	 ::
asshole {n} (anus)	 :: rasshøl
asshole {n} (mean or rude person)	 :: rasshøl
assign {v} (to allot or give something as a task)	 :: [Bokmål] tildele
assistance {n} (aid; help; the act or result of assisting)	 :: [Bokmål] hjelp {m} {f}; [Nynorsk] hjelp {f}
asskisser {n} (someone who kisses ass) SEE: asslicker	 ::
association {n} (group of persons associated for a common purpose)	 :: [Bokmål] forening {m} {f}; [Nynorsk] foreining {f}
as soon as {conj} (immediately after)	 :: straks
as soon as possible {adv} (as soon as is possible)	 :: så snart som mulig
assure {v} (to give someone confidence in the trustworthiness of something)	 :: [Bokmål] forsikre; [Nynorsk] forsikre
assure {v} (to make sure and secure)	 :: [Bokmål] sikre; [Nynorsk] sikre
assured {adj} (confident) SEE: confident	 ::
assured {adj} (guaranteed) SEE: guaranteed	 ::
Astana {prop} (Akmola) SEE: Akmola	 ::
Astana {prop} (Akmolinsk) SEE: Akmolinsk	 ::
astatine {n} (the chemical element)	 :: astat
asterisk {n} (symbol used to highlight words or sentences)	 :: asterisk
asteroid {n} (astronomy)	 :: asteroide
asthma {n} (chronic respiratory disease)	 :: [Bokmål] astma {m}; [Nynorsk] astma {m}
astragalus {n} (talus) SEE: talus	 ::
astrology {n} (star divination)	 :: [Bokmål] astrologi {m}; [Nynorsk] astrologi {m}
astronavigation {n} (navigation by using the positions of the stars) SEE: celestial navigation	 ::
astronomer {n} (one who studies astronomy)	 :: astronom {m}
astronomic {adj} (incredibly large) SEE: astronomical	 ::
astronomic {adj} (pertaining to astronomy) SEE: astronomical	 ::
astronomical unit {n} (measure of distance)	 :: [Bokmål] astronomisk enhet; [Nynorsk] astronomisk eining
astronomy {n} (study of the physical universe beyond the Earth's atmosphere)	 :: astronomi {m}
astrophysics {n} (interdisciplinary branch of astronomy and physics)	 :: astrofysikk {m}, astrofysikk
Asturian {adj} (of or pertaining to Asturias in Spain)	 :: [Bokmål] asturianer {m}
as well {adv} (in addition, also)	 :: også
as well as {conj} (and in addition)	 :: [Bokmål] samt; [Nynorsk] og dessutan
asylum {n} (place of safety)	 :: asyl {c}
asymmetric {adj} (asymmetrical) SEE: asymmetrical	 ::
asymmetrical {adj} (not symmetrical)	 :: asymmetrisk
asynchronism {n} (asynchrony) SEE: asynchrony	 ::
at {prep} (in or very near a particular place)	 :: på
at {prep} (in the direction of)	 :: på
at all {prep} (at all)	 :: [Bokmål] overhodet
at a loss {prep} (not sure; uncertain; lacking further ideas, direction, or ability)	 :: rådvill, på bærtur [to be in the woods]; [Bokmål] rådløs; [Nynorsk] rådlaus
atavism {n} (reappearance of an ancestral characteristic)	 :: atavisme {m}
atavistic {adj} (biology: of the recurrence of a trait after an absence of generations)	 :: atavistisk
at first sight {prep} (at first glance) SEE: at first glance	 ::
atheist {adj} (relating to atheists) SEE: atheistic	 ::
atheist {n} (a person who rejects belief that any deities exist, whether or not that person believes that deities do not exist)	 :: ateist {m}
atheistic {adj} (relating to atheists)	 :: ateistisk
Athena {prop} (Greek goddess)	 :: Athene {f}
Athenian {n} (an inhabitant, resident, or citizen of Athens, Greece)	 :: [Nynorsk] atenar {m}
Athens {prop} (capital city of Greece)	 :: Aten, Athen
athlete {n} (an exceptionally physically fit person)	 :: spreking {m}, atlet {m}
athlete {n} (A participant in a group of sporting activities which includes track and field, road running, cross country running and racewalking)	 :: idrettsmann {m}
athlete {n} (A person who actively participates in physical sports, possibly highly skilled in sports)	 :: atlet {m}
at home {prep} (In one's place of residence)	 :: hjemme
at large {prep} (on the loose)	 :: på frifot
atlas {n} (bound collection of maps)	 :: [Bokmål] atlas; [Nynorsk] atlas
at least {prep} (at a lower limit)	 :: [Bokmål] på minst, minst
atmosphere {n} (a unit of measurement for pressure)	 :: [Bokmål] atmosfære {m}; [Nynorsk] atmosfære {m}
atmosphere {n} (gases surrounding the Earth)	 :: [Bokmål] atmosfære {m}; [Nynorsk] atmosfære {m}
atmosphere {n} (mood or feeling)	 :: [Bokmål] atmosfære {m}; [Nynorsk] atmosfære {m}
at no time {prep} (never) SEE: never	 ::
atoll {n} (island)	 :: atoll {m}
atomic clock {n} (radio clock) SEE: radio clock	 ::
atomic nucleus {n} (nucleus of an atom)	 :: atomkjerne
at once {adv} (at the same time)	 :: på en gang, samtidig
at once {adv} (immediately)	 :: straks, med én gang
atrial fibrillation {n} (Cardiac arrhythmia)	 :: atrieflimmer {n}, harehjerte {n}
atrocity {n} (extremely cruel act)	 :: grusomhet {c}
atrophy {n} (reduced functionality)	 :: [Bokmål] atrofi {m}; [Nynorsk] atrofi {m}
at sign {n} (name of the symbol @)	 :: krøllalfa, alfakrøll
at-sign {n} (at sign) SEE: at sign	 ::
at symbol {n} (at sign) SEE: at sign	 ::
attachment {n} (file sent along with an email)	 :: [Bokmål] vedlegg {n}; [Nynorsk] vedlegg {n}
attachment {n} (legal: taking a person's property to satisfy a debt)	 :: utlegg {n}, ta utlegg i
attacker {n} ((soccer))	 :: angriper {m}, spiss {m}
attacker {n} (someone who attacks)	 :: angriper {m}
attain {v} (to accomplish; to achieve)	 :: oppnå
attempt {n} (attack)	 :: angrep {n}
attempt {n} (the action of trying at something)	 :: forsøk {n}
attempt {v} (to try)	 :: forsøke, prøve
attention {n} (mental focus)	 :: [Bokmål] oppmerksomhet {c}
attentive {adj} (paying attention)	 :: [Bokmål] oppmerksom; [Nynorsk] oppmerksam
attenuate {v} (To weaken)	 :: svekke
attestation {n} (linguistics: appearance in records)	 :: belegg {n}
at that {prep} (in addition)	 :: også
at the end of one's rope {prep} (at the end of one's tether) SEE: at the end of one's tether	 ::
at the moment {prep} (right now)	 :: i øyeblikket, akkurat nå
attic {n} (space, often unfinished and with sloped walls, directly below the roof)	 :: loft
attometer {n} (attometre) SEE: attometre	 ::
attractive {adj} (having the power of charming)	 :: attraktiv, tiltrekkende
attractive {adj} (having the quality of attracting by inherent force)	 :: attraktiv, tiltrekkende
attractive {adj} (pleasing or appealing to the senses)	 :: tiltalende
attribute {n} (characteristic or quality)	 :: attributt {m}, egenskap {m}
attribution {n} (acknowledgment of ownership or authorship)	 :: [Bokmål] heder {m}
ATV {initialism} (Automated Transfer Vehicle)	 :: ATV
at work {prep} (in the process of doing work)	 :: [Bokmål] i arbeid
aubergine {n} (eggplant) SEE: eggplant	 ::
auction {n} (public sales event)	 :: [Bokmål] auksjon {m}; [Nynorsk] auksjon {m}
audience {n} (group of people seeing a performance)	 :: publikum {n}
audience {n} (readership of a written publication)	 :: lesere {p}
audiobook {n} (audiobook)	 :: lydbok; [Nynorsk] lydbok
audiology {n} (study of hearing and hearing defects)	 :: audiologi
audit {n} (independent review)	 :: revisjon {m}, regnskapskontroll {m}, bokettersyn {n}
auditor {n} (one who audits bookkeeping accounts)	 :: revisor {m}
auger {n} (plumber's snake) SEE: plumber's snake	 ::
augment {v} (to increase, make larger or supplement)	 :: øke
August {prop} (eighth month of the Gregorian calendar)	 :: august
August {prop} (female given name) SEE: Augusta	 ::
August {prop} (male given name) SEE: Augustus	 ::
Augustus {prop} (male given name)	 :: August
aulete {n} (flautist) SEE: flautist	 ::
aunt {n} (affectionate term for an older woman, by means of fictive kin)	 :: tante {m} {f}
aunt {n} (a parent’s sister or sister-in-law)	 :: tante {m} {f}, faster {m} {f} (paternal), moster {m} {f} (maternal)
aunt {n} (grandmother) SEE: auntie or grandmother	 ::
aunt {n} (great-aunt or grandaunt) SEE: great-aunt or grandaunt	 ::
au pair {n} (a single girl or boy staying as a guest with a host family)	 :: au pair
aureola {n} (luminous cloud)	 :: [Bokmål] glorie {m}; [Nynorsk] glorie {m} {f}
auricle {n} (outer ear) SEE: pinna	 ::
auricle {n} (smaller of the two types of heart chamber) SEE: atrium	 ::
aurochs {n} (European bison) SEE: European bison	 ::
aurora {n} (an atmospheric phenomenon)	 :: polarlys {n}
Aurora {prop} (female given name)	 :: Aurora
Aurora {prop} (Roman goddess of dawn)	 :: Aurora
aurora australis {n} (southern lights) SEE: southern lights	 ::
aurora borealis {n} (aurora of the northern hemisphere) SEE: northern lights	 ::
auspicious {adj} (indicating future success)	 :: [Bokmål] gunstig; [Nynorsk] gunstig
auster {n} (auster(wind)) SEE: ostro	 ::
austerity {n} (severity of manners or life)	 :: [Bokmål] strenghet {m}
austerity {n} (sourness and harshness to the taste)	 :: [Bokmål] stramhet {m}
Australia {prop} (Commonwealth of Australia)	 :: Australia
Australia {prop} (continent of Australia)	 :: Australia
Australian {adj} (of or pertaining to Australia, the Australian people or languages)	 :: australsk
Australian {n} (a person from the country of Australia or of Australian descent)	 :: [Bokmål] australier {m}; [Nynorsk] australiar {m}
Australian Sign Language {prop} (Auslan) SEE: Auslan	 ::
Austria {prop} (country in Central Europe)	 :: [Bokmål] , Østerrike; [Nynorsk] Austerrike
Austrian {adj} (related to Austria)	 :: [Bokmål] østerriksk; [Nynorsk] austerriksk
Austrian {n} (Austrian person)	 :: [Bokmål] østerriker {m}; [Nynorsk] austerrikar {m}
autarchy {n} (autocratic government) SEE: autocracy	 ::
authentic {adj} (of undisputed origin)	 :: autentisk
author {n} (originator or creator of a work)	 :: [Bokmål] forfatter {m}; [Nynorsk] forfattar {m}
author {n} (writer) SEE: writer	 ::
authoress {n} (a female author)	 :: [Bokmål] forfatterinne {m} {f}; [Nynorsk] forfattarinne {f}
authoritarian {adj} (characterised by a tyrannical obedience to an authority; dictatorial)	 :: [Bokmål] autoritær; [Nynorsk] autoritær
authoritarian {adj} (of, or relating to, absolute obedience to an authority)	 :: [Bokmål] autoritær; [Nynorsk] autoritær
authoritarian {adj} (tending to impose one's demands upon others as if one was an authority)	 :: [Bokmål] autoritær; [Nynorsk] autoritær
authoritative {adj} (having a commanding style)	 :: myndig
authoritative {adj} (originating from a figure of authority)	 :: myndig
autism {n} (neurological disorder)	 :: [Bokmål] autisme {m}; [Nynorsk] autisme {m}
autistic {adj} (pertaining to, or having autism)	 :: [Bokmål] autistisk; [Nynorsk] autistisk
auto- {prefix} (automatic)	 :: auto-
auto- {prefix} (regarding oneself)	 :: selv-, auto-
auto- {prefix} (relating to cars or the driving of cars)	 :: auto-
autobiographic {adj} (autobiographical) SEE: autobiographical	 ::
autodidact {n} (a self-taught person)	 :: selvlært {m}, autodidakt {m}
autoerotic {adj} (masturbatory)	 :: autoerotisk
autoerotism {n} (sexual activity involving oneself)	 :: autoerotisme {m}
autofocus {n} (language)	 :: autofokus {m}
automagical {adj} (automatic, but with an apparent element of magic)	 :: automagisk
automated teller machine {n} (banking)	 :: minibank {m}
automatic teller machine {n} (automated teller machine) SEE: automated teller machine	 ::
automatize {v} (automate) SEE: automate	 ::
autonomous {adj} (acting on one's own)	 :: [Bokmål] sjølstendig {m} {f} {n}, selvstendig {m} {f} {n}, autonom {m} {f}; [Nynorsk] sjølvstendig {m} {f} {n}, autonom {m} {f}
autonomous {adj} (self-governing)	 :: [Bokmål] selvstyrt {m} {f} {n}, sjølstyrt {m} {f} {n}; [Nynorsk] sjølvstyrt {m} {f} {n}
autonomy {n} (self-government)	 :: [Bokmål] selvstyre {n}, sjølstyre {n}, autonomi {m}; [Nynorsk] sjølvstyre {n}, autonomi {m}
autopsy {n} (a dissection performed on a cadaver)	 :: obduksjon {m}
autopsy {v} (perform an autopsy)	 :: obdusere
autoteller {n} (automated teller machine) SEE: automated teller machine	 ::
autumn {n} (season)	 :: [Bokmål] høst {m}; [Nynorsk] haust {m}
autumnal equinox {n} (moment)	 :: [Bokmål] høstjevndøgn {n}; [Nynorsk] haustjamndøger {n}, haustjamndøgn {n}
autumn equinox {n} (autumnal equinox) SEE: autumnal equinox	 ::
auxiliary {adj} (relating to an auxiliary verb)	 :: hjelpe-, hjelpeverb {n}
auxiliary language {n} (auxiliary language)	 :: [Bokmål] hjelpespråk {n}; [Nynorsk] hjelpespråk {n}
available {adj} (capable of being used)	 :: tilgjengelig, tilgjengelige {p}
avalanche {n} (fall of earth, rocks, etc.)	 :: skred {n}, ras {n}
avalanche {n} (large sliding mass of snow and ice)	 :: lavine, snøras, snøskred {n}
avantgardistic {adj} (innovative, pioneering) SEE: avant-garde	 ::
Avar {prop} (language)	 :: avarisk
Aventine {prop} (Aventine Hill) SEE: Aventine Hill	 ::
avenue {n} (broad street)	 :: allé {m}
average {adj} (constituting or relating to the average)	 :: [Bokmål] gjennomsnittlig; [Nynorsk] gjennomsnittleg
average {n} (arithmetic mean)	 :: [Bokmål] gjennomsnitt {n}; [Nynorsk] gjennomsnitt {n}
Avernus {prop} (underworld) SEE: underworld	 ::
avian flu {n} (avian influenza) SEE: avian influenza	 ::
aviation {n} (art or science of flying)	 :: luftfart {m} {f}
avid {adj}	 :: ivrig
avoid {v} (to keep away from)	 :: unngå
Avraham {prop} (given name) SEE: Abraham	 ::
await {v} (transitive: to wait for)	 :: [Bokmål] avvente
awake {adj} (conscious)	 :: [Bokmål] våken; [Nynorsk] vaken
award {v} (give an award/prize for merit)	 :: [Bokmål] utdele
awareness {n} (the state or quality of being aware of something)	 :: oppmerksomhet
awash {adj} (washed by the waves or tide)	 :: [Bokmål] overskyllet
away {adv} (absent; gone; at a distance)	 :: [Bokmål] borte; [Nynorsk] borte
away {adv} (aside; off; in another direction)	 :: [Bokmål] bort; [Nynorsk] bort
away {adv} (from a place; hence)	 :: [Bokmål] bort; [Nynorsk] bort
away {adv} (from a state or condition of being; out of existence)	 :: [Bokmål] borte; [Nynorsk] borte
away game {n} (athletic contest played in the opposing team's territory)	 :: bortekamp {m}
away side {n} (away side) SEE: visiting team	 ::
away team {n} (visiting team) SEE: visiting team	 ::
awestricken {adj} (awestruck) SEE: awestruck	 ::
awful {adj}	 :: forferdelig, fryktelig, grusom
awful {adj} (oppressing with fear; appalling; terrible)	 :: grusom, forferdelig
awful {adj} (terror-stricken) SEE: terrorstricken	 ::
awfully {adv} (badly) SEE: badly	 ::
awfully {adv} (fearfully) SEE: fearfully	 ::
awfully {adv} (reverently) SEE: reverently	 ::
awfully {adv} (very) SEE: very (adverb)	 ::
awkward {adj} (lacking dexterity in the use of the hands)	 :: klumsete, klønete
awkward {adj} (not easily managed or effected; embarrassing)	 :: pinlig
awl {n} (a pointed instrument)	 :: syl
axe {n} (an ancient weapon)	 :: øks {m}, stridsøks {m}
axe {n} (tool)	 :: øks {m}
Axel {prop} (male given name)	 :: Aksel, Axel
axial {adj}	 :: aksial
axis {n} (basis of space or part of graph)	 :: [Bokmål] akse {m}; [Nynorsk] akse {m}
axis {n} (geometry: imaginary line)	 :: [Bokmål] akse {m}; [Nynorsk] akse {m}
Axis {prop} (Axis Powers) SEE: Axis Powers	 ::
Ayers Rock {prop} (giant rock in Australia)	 :: Uluru
Aymara {prop} (language of South America)	 :: aymara; [Nynorsk] aymara
Azerbaijan {prop} (country in Eastern Europe)	 :: Aserbajdsjan
Azerbaijani {adj} (pertaining to Azerbaijan)	 :: aserbajdsjansk
Azerbaijani {n} (a person from Azerbaijan — see Azeri)	 :: aserbajdsjaner {m} {f}
Azerbaijani {prop} (language of Azerbaijan) SEE: Azeri	 ::
Azerbaijani Turkic {prop} (Azeri) SEE: Azeri	 ::
Azeri {n} (Azeri person)	 :: [Bokmål] aserbajdsjaner {m}; [Nynorsk] aserbajdsjanar {m}
Azeri {prop} (Azeri language)	 :: [Bokmål] aserbajdsjansk {m}; [Nynorsk] aserbajdsjansk {m}
Azeri Turkic {prop} (Azeri) SEE: Azeri	 ::
azure {n} (lapis lazuli) SEE: lapis lazuli	 ::
Åland {prop} (Autonomous province of Finland)	 :: Åland
Æsir {prop} (the principal Norse gods)	 :: [Bokmål] æsene {p}; [Nynorsk] æsene {p}
